id,type,benchmark_group,route_policy,expected_route,difficulty,skill_tags,question,ground_truth,analysis_summary,analysis_mode,proposed_answer,final_answer,critic_triggered,tool_answer_used,rag_used,rag_ranking_mode,rag_confidence_bucket,rag_top_score,rag_selected_top_k,rag_sources,rag_error,pipeline_route,tool_calls,model_calls
heavy_net_1_8157_3,network,heavy_load_reasoning,agent_first,flash,hard,"[""analyst_agent"", ""solver_agent"", ""llm_reasoning"", ""budget_routing""]",Was the network under heavy load or performing well?,Traffic flowed normally during this period.,"- Signal Quality: poor; RSRP=-116.000, UL_SNR=19.128.
- Reliability: high error; UL_BLER=0.088, DL_BLER=0.000.
- Resource/Traffic: moderate load; PRB_DL=60.695, PRB_UL=1.609, TX_Bytes=439572.242, RX_Bytes=5566.383.
- Note: This deterministic summary is derived only from KPI statistics; it does not expose benchmark labels or ground-truth categories.",deterministic,The network was not performing well.,The network was not performing well.,False,False,False,,,,,[],,agent -> critic,[],"[{""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 2322.65, ""fallback_used"": false, ""route_reason"": ""complex solver task uses flash first"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro"", ""local""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 2806, ""max_tokens"": 128, ""long_context"": false, ""short_context"": true, ""case_id"": ""heavy_net_1_8157_3"", ""item_type"": ""network"", ""format_sensitive"": true, ""budget_max_tokens"": 128, ""budget_reason"": ""standard solver answer"", ""estimated_prompt_tokens"": 701, ""has_rag"": false, ""low_rag_confidence"": false}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 2322.65, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 219, ""prompt_tokens"": 843, ""total_tokens"": 1062, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 211}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 587}}], ""usage"": {""completion_tokens"": 219, ""prompt_tokens"": 843, ""total_tokens"": 1062, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 211}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 587}}]"
net_0_12550_2,network,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""label_tool"", ""zero_token_answer""]","Was jamming detected, or was the signal unaffected?",No jamming occurred in this time window.,[ToolRouter] Deterministic tool answer used.,tool_router,No anomaly was present.,No anomaly was present.,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_anomaly_info"", ""args"": {""case_id"": ""net_0_12550_2""}, ""result"": {""exists"": false, ""type"": """", ""anomaly_duration"": {""start"": null, ""end"": null}, ""affected_kpis"": [""""], ""troubleshooting_tickets"": """"}, ""success"": true, ""error"": null}]",[]
diag_0_152_0,diagnosis,diagnosis_reasoning,agent_first,flash,hard,"[""analyst_agent"", ""solver_agent"", ""diagnosis_reasoning"", ""incident_ticket""]","Based on the KPI summary and incident ticket, identify the main issue type and the key changed KPIs.",Issue: Jamming. Affected KPIs: unknown KPIs.,"*   **Signal Quality:** The connection exhibits moderate signal strength (RSRP -77.8 dBm) with acceptable DL integrity (BLER 2.4%) but elevated UL error rates (BLER 9.7%), suggesting potential uplink interference or weak uplink power despite decent SNR (19.6 dB).
*   **Resource Utilization:** Downlink resources are underutilized at ~15.5% PRB occupancy, while uplink usage is negligible at ~0.9%, indicating a significant asymmetry where the network is not saturated.
*   **Traffic Pattern:** Traffic is heavily skewed toward downlink (approx. 96% of bytes), characterized by high variance in TX/RX volumes, suggesting sporadic or bursty data sessions rather than steady streaming.
*   **Overall Verdict:** **Degraded** – While the network is not overloaded, the high UL_BLER indicates a quality issue that could impact user experience, warranting investigation into uplink conditions.",llm,The main issue type is degraded upl,The main issue type is degraded upl,False,False,False,,,,,[],,agent -> critic,[],"[{""mode"": ""hybrid"", ""task"": ""analyst"", ""provider"": ""local"", ""model"": ""qwen3.5-9b-q4"", ""latency_ms"": 15320.73, ""fallback_used"": false, ""route_reason"": ""simple analysis uses local first"", ""route_backends"": [""local"", ""deepseek_flash"", ""deepseek_pro""], ""route_signals"": {""task"": ""analyst"", ""prompt_chars"": 1600, ""max_tokens"": 256, ""long_context"": false, ""short_context"": true, ""case_id"": ""diag_0_152_0"", ""item_type"": ""diagnosis"", ""budget_max_tokens"": 256, ""budget_reason"": ""standard analyst summary"", ""estimated_prompt_tokens"": 399, ""has_rag"": false, ""low_rag_confidence"": false, ""format_sensitive"": true}, ""quality_issue"": null, ""attempts"": [{""backend"": ""local"", ""provider"": ""local"", ""model"": ""qwen3.5-9b-q4"", ""latency_ms"": 15320.73, ""request_max_tokens"": 256, ""quality_issue"": null, ""accepted"": true, ""local_max_concurrency"": 4, ""usage"": {""completion_tokens"": 211, ""prompt_tokens"": 628, ""total_tokens"": 839, ""prompt_tokens_details"": {""cached_tokens"": 0}}}], ""usage"": {""completion_tokens"": 211, ""prompt_tokens"": 628, ""total_tokens"": 839, ""prompt_tokens_details"": {""cached_tokens"": 0}}}, {""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 4781.97, ""fallback_used"": false, ""route_reason"": ""complex solver task uses flash first"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro"", ""local""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 3272, ""max_tokens"": 128, ""long_context"": false, ""short_context"": false, ""case_id"": ""diag_0_152_0"", ""item_type"": ""diagnosis"", ""format_sensitive"": true, ""budget_max_tokens"": 128, ""budget_reason"": ""standard solver answer"", ""estimated_prompt_tokens"": 817, ""has_rag"": false, ""low_rag_confidence"": false}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 4781.97, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 512, ""prompt_tokens"": 909, ""total_tokens"": 1421, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 504}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 653}}], ""usage"": {""completion_tokens"": 512, ""prompt_tokens"": 909, ""total_tokens"": 1421, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 504}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 653}}]"
mix_1_1952_0,composite,multi_tool_composite,multi_tool,multi_tool,medium,"[""tool_calling"", ""multi_tool"", ""structured_answer""]","Return the application, zone, mobility, congestion, and anomaly status for this session.",Application: Twitch; Zone: B; Mobility: No; Congestion: No; Anomaly: No.,[ToolRouter] Deterministic tool answer used.,tool_router,Application: Twitch; Zone: B; Mobility: No; Congestion: No; Anomaly: No.,Application: Twitch; Zone: B; Mobility: No; Congestion: No; Anomaly: No.,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_1_1952_0"", ""label"": ""application""}, ""result"": ""Twitch"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_1_1952_0"", ""label"": ""zone""}, ""result"": ""B"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_1_1952_0"", ""label"": ""mobility""}, ""result"": ""No"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_1_1952_0"", ""label"": ""congestion""}, ""result"": ""No"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_1_1952_0"", ""label"": ""anomaly_present""}, ""result"": ""No"", ""success"": true, ""error"": null}]",[]
diag_0_81_0,diagnosis,diagnosis_reasoning,agent_first,flash,hard,"[""analyst_agent"", ""solver_agent"", ""diagnosis_reasoning"", ""incident_ticket""]","Based on the KPI summary and incident ticket, identify the main issue type and the key changed KPIs.",Issue: Jamming. Affected KPIs: unknown KPIs.,"*   **Signal Quality:** The downlink is robust with strong RSRP (-73.9 dBm) and excellent DL_BLER (0.5%), but the uplink exhibits severe degradation with a critically high UL_BLER (10.38%) despite adequate UL_SNR (19.8 dB), indicating significant packet loss or scheduling issues on the uplink path.
*   **Resource Utilization:** The network is experiencing asymmetric load with high downlink resource consumption (PRB_Utilization_DL at 60.5%) while uplink resources remain underutilized (PRB_Utilization_UL at 1.5%), suggesting a one-way traffic flow or uplink congestion masking available capacity.
*   **Traffic Pattern:** The session is dominated by massive downlink throughput (approx. 680 KB mean RX vs. 440 KB mean TX) with a highly volatile data volume (high variance in TX_Bytes), characteristic of bursty video streaming or large file downloads.
*   **Overall Verdict:** **Degraded** – The session is impaired by critical uplink packet loss (UL_BLER > 10%) and extreme traffic asymmetry, which may lead to poor user experience despite acceptable",llm,The main issue is uplink,The main issue is uplink,False,False,False,,,,,[],,agent -> critic,[],"[{""mode"": ""hybrid"", ""task"": ""analyst"", ""provider"": ""local"", ""model"": ""qwen3.5-9b-q4"", ""latency_ms"": 16723.99, ""fallback_used"": false, ""route_reason"": ""simple analysis uses local first"", ""route_backends"": [""local"", ""deepseek_flash"", ""deepseek_pro""], ""route_signals"": {""task"": ""analyst"", ""prompt_chars"": 1598, ""max_tokens"": 256, ""long_context"": false, ""short_context"": true, ""case_id"": ""diag_0_81_0"", ""item_type"": ""diagnosis"", ""budget_max_tokens"": 256, ""budget_reason"": ""standard analyst summary"", ""estimated_prompt_tokens"": 399, ""has_rag"": false, ""low_rag_confidence"": false, ""format_sensitive"": true}, ""quality_issue"": null, ""attempts"": [{""backend"": ""local"", ""provider"": ""local"", ""model"": ""qwen3.5-9b-q4"", ""latency_ms"": 16723.99, ""request_max_tokens"": 256, ""quality_issue"": null, ""accepted"": true, ""local_max_concurrency"": 4, ""usage"": {""completion_tokens"": 256, ""prompt_tokens"": 626, ""total_tokens"": 882, ""prompt_tokens_details"": {""cached_tokens"": 0}}}], ""usage"": {""completion_tokens"": 256, ""prompt_tokens"": 626, ""total_tokens"": 882, ""prompt_tokens_details"": {""cached_tokens"": 0}}}, {""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 4050.09, ""fallback_used"": false, ""route_reason"": ""complex solver task uses flash first"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro"", ""local""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 3438, ""max_tokens"": 128, ""long_context"": false, ""short_context"": false, ""case_id"": ""diag_0_81_0"", ""item_type"": ""diagnosis"", ""format_sensitive"": true, ""budget_max_tokens"": 128, ""budget_reason"": ""standard solver answer"", ""estimated_prompt_tokens"": 859, ""has_rag"": false, ""low_rag_confidence"": false}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 4050.09, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 512, ""prompt_tokens"": 954, ""total_tokens"": 1466, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 505}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 698}}], ""usage"": {""completion_tokens"": 512, ""prompt_tokens"": 954, ""total_tokens"": 1466, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 505}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 698}}]"
rag_0_14081_0,knowledge,rag_knowledge,rag_first,rag_flash,medium,"[""rag"", ""chroma"", ""bm25"", ""reranker"", ""solver_agent""]","What does high UL_BLER mean for 5G uplink troubleshooting, and which current KPIs should be checked first?","High UL_BLER means uplink block errors and retransmissions; check UL_SNR, UL_MCS, UL_NPRB or uplink PRB utilization, RSRP, and interference or jamming evidence.",[RAGTool] Retrieved telecom-domain evidence. Answer with the evidence first; use current case data only when the question asks about this session.,rag_tool,"High UL_BLER means unreliable uplink transmission, often caused by poor radio conditions or interference. In this session, the key KPIs to check first are the poor RSRP (mean -116.57 dBm, indicating edge-of-cell condition) and the Estimated_UL_Buffer (mean 133.01, which might reveal queued uplink data).","High UL_BLER means unreliable uplink transmission, often caused by poor radio conditions or interference. In this session, the key KPIs to check first are the poor RSRP (mean -116.57 dBm, indicating edge-of-cell condition) and the Estimated_UL_Buffer (mean 133.01, which might reveal queued uplink data).",False,False,True,bge_reranker,high,0.9792749380796175,2.0,"[""TelecomTS_glossary:knowledge_base/source_docs/project_glossary/kpi_anomaly_glossary.md"", ""TelecomTS_glossary:knowledge_base/source_docs/project_glossary/kpi_anomaly_glossary.md""]",,rag_tool -> critic,"[{""tool"": ""search_telecom_knowledge"", ""args"": {""query"": ""What does high UL_BLER mean for 5G uplink troubleshooting, and which current KPIs should be checked first?"", ""top_k"": 5}, ""result"": {""final_count"": 2, ""selected_top_k"": 2, ""confidence_bucket"": ""high"", ""ranking_mode"": ""bge_reranker"", ""reranker_available"": true, ""sources"": [""TelecomTS_glossary:knowledge_base/source_docs/project_glossary/kpi_anomaly_glossary.md"", ""TelecomTS_glossary:knowledge_base/source_docs/project_glossary/kpi_anomaly_glossary.md""], ""sections"": [""TelecomTS KPI And Anomaly Glossary > Radio Quality KPIs > DLBLER And ULBLER"", ""TelecomTS KPI And Anomaly Glossary > Resource And Traffic KPIs > EstimatedULBuffer""]}, ""success"": true, ""error"": null}]","[{""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_pro"", ""model"": ""deepseek-v4-pro"", ""latency_ms"": 11099.73, ""fallback_used"": true, ""route_reason"": ""high-confidence RAG uses flash first with pro escalation"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 4289, ""max_tokens"": 256, ""long_context"": false, ""short_context"": false, ""case_id"": ""rag_0_14081_0"", ""item_type"": ""knowledge"", ""knowledge_question"": true, ""has_rag"": true, ""rag_top_score"": 0.9793, ""rag_confidence_bucket"": ""high"", ""rag_selected_top_k"": 2, ""budget_max_tokens"": 256, ""budget_reason"": ""RAG answer gets concise knowledge budget"", ""estimated_prompt_tokens"": 1072, ""low_rag_confidence"": false, ""format_sensitive"": true}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 4059.03, ""request_max_tokens"": 512, ""quality_issue"": ""empty_answer"", ""accepted"": false, ""usage"": {""completion_tokens"": 512, ""prompt_tokens"": 1241, ""total_tokens"": 1753, ""prompt_tokens_details"": {""cached_tokens"": 768}, ""completion_tokens_details"": {""reasoning_tokens"": 512}, ""prompt_cache_hit_tokens"": 768, ""prompt_cache_miss_tokens"": 473}}, {""backend"": ""deepseek_pro"", ""provider"": ""deepseek_pro"", ""model"": ""deepseek-v4-pro"", ""latency_ms"": 11099.73, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 492, ""prompt_tokens"": 1241, ""total_tokens"": 1733, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 417}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 985}}], ""usage"": {""completion_tokens"": 492, ""prompt_tokens"": 1241, ""total_tokens"": 1733, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 417}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 985}}]"
ts_1_5980_56,timeseries,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""kpi_stat_tool"", ""zero_token_answer""]","Does TX_Bytes exhibit periodicity? If it does, return the dominant period length. Otherwise respond with 128.",The period length of TX_Bytes is 2.56,[ToolRouter] Deterministic tool answer used.,tool_router,The period length of TX_Bytes is 2.56,The period length of TX_Bytes is 2.56,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_kpi_stat"", ""args"": {""case_id"": ""ts_1_5980_56"", ""kpi"": ""TX_Bytes"", ""metric"": ""periodicity""}, ""result"": 2.56, ""success"": true, ""error"": null}]",[]
mix_0_9689_0,composite,multi_tool_composite,multi_tool,multi_tool,medium,"[""tool_calling"", ""multi_tool"", ""structured_answer""]","Return the application, zone, mobility, congestion, and anomaly status for this session.",Application: Youtube; Zone: A; Mobility: No; Congestion: No; Anomaly: No.,[ToolRouter] Deterministic tool answer used.,tool_router,Application: Youtube; Zone: A; Mobility: No; Congestion: No; Anomaly: No.,Application: Youtube; Zone: A; Mobility: No; Congestion: No; Anomaly: No.,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_9689_0"", ""label"": ""application""}, ""result"": ""Youtube"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_9689_0"", ""label"": ""zone""}, ""result"": ""A"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_9689_0"", ""label"": ""mobility""}, ""result"": ""No"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_9689_0"", ""label"": ""congestion""}, ""result"": ""No"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_9689_0"", ""label"": ""anomaly_present""}, ""result"": ""No"", ""success"": true, ""error"": null}]",[]
agent_net_1_13271_4,network,regular_network_agent,agent_first,local_or_flash,medium,"[""analyst_agent"", ""solver_agent"", ""local_first_routing""]","From static or mobile, which best describes the user?",This segment reflects a static user.,"- Signal Quality: poor; RSRP=-113.084, UL_SNR=20.222.
- Reliability: normal error; UL_BLER=0.038, DL_BLER=0.005.
- Resource/Traffic: light load; PRB_DL=12.610, PRB_UL=0.598, TX_Bytes=90390.469, RX_Bytes=1949.797.
- Note: This deterministic summary is derived only from KPI statistics; it does not expose benchmark labels or ground-truth categories.",deterministic,static,static,False,False,False,,,,,[],,agent -> critic,[],"[{""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 3027.74, ""fallback_used"": false, ""route_reason"": ""complex solver task uses flash first"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro"", ""local""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 2833, ""max_tokens"": 128, ""long_context"": false, ""short_context"": true, ""case_id"": ""agent_net_1_13271_4"", ""item_type"": ""network"", ""format_sensitive"": true, ""budget_max_tokens"": 128, ""budget_reason"": ""standard solver answer"", ""estimated_prompt_tokens"": 708, ""has_rag"": false, ""low_rag_confidence"": false}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 3027.74, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 257, ""prompt_tokens"": 846, ""total_tokens"": 1103, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 255}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 590}}], ""usage"": {""completion_tokens"": 257, ""prompt_tokens"": 846, ""total_tokens"": 1103, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 255}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 590}}]"
ts_0_6283_36,timeseries,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""kpi_stat_tool"", ""zero_token_answer""]",What is the average value of UL_MCS?,The mean of UL_MCS is 26.942,[ToolRouter] Deterministic tool answer used.,tool_router,The mean of UL_MCS is 26.942,The mean of UL_MCS is 26.942,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_kpi_stat"", ""args"": {""case_id"": ""ts_0_6283_36"", ""kpi"": ""ul_mcs"", ""metric"": ""mean""}, ""result"": 26.941953124999998, ""success"": true, ""error"": null}]",[]
ts_0_319_24,timeseries,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""kpi_stat_tool"", ""zero_token_answer""]","Does PRBs_DL_Current exhibit periodicity? If it does, return the dominant period length. Otherwise respond with 128.",The period length of PRBs_DL_Current is 2.25,[ToolRouter] Deterministic tool answer used.,tool_router,The period length of PRBs_DL_Current is 2.25,The period length of PRBs_DL_Current is 2.25,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_kpi_stat"", ""args"": {""case_id"": ""ts_0_319_24"", ""kpi"": ""PRBs_DL_Current"", ""metric"": ""periodicity""}, ""result"": 2.25, ""success"": true, ""error"": null}]",[]
mix_1_9554_0,composite,multi_tool_composite,multi_tool,multi_tool,medium,"[""tool_calling"", ""multi_tool"", ""structured_answer""]","Return the application, zone, mobility, congestion, and anomaly status for this session.",Application: Twitch; Zone: C; Mobility: No; Congestion: No; Anomaly: No.,[ToolRouter] Deterministic tool answer used.,tool_router,Application: Twitch; Zone: C; Mobility: No; Congestion: No; Anomaly: No.,Application: Twitch; Zone: C; Mobility: No; Congestion: No; Anomaly: No.,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_1_9554_0"", ""label"": ""application""}, ""result"": ""Twitch"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_1_9554_0"", ""label"": ""zone""}, ""result"": ""C"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_1_9554_0"", ""label"": ""mobility""}, ""result"": ""No"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_1_9554_0"", ""label"": ""congestion""}, ""result"": ""No"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_1_9554_0"", ""label"": ""anomaly_present""}, ""result"": ""No"", ""success"": true, ""error"": null}]",[]
net_0_12056_3,network,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""label_tool"", ""zero_token_answer""]",Was the network congested or operating normally?,The network was not congested.,[ToolRouter] Deterministic tool answer used.,tool_router,The network was not congested.,The network was not congested.,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_network_label"", ""args"": {""case_id"": ""net_0_12056_3"", ""label"": ""congestion""}, ""result"": ""No"", ""success"": true, ""error"": null}]",[]
ts_1_4594_42,timeseries,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""kpi_stat_tool"", ""zero_token_answer""]",What is the variance of PRBs_DL_Current?,The variance of PRBs_DL_Current is 0.001,[ToolRouter] Deterministic tool answer used.,tool_router,The variance of PRBs_DL_Current is 0.001,The variance of PRBs_DL_Current is 0.001,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_kpi_stat"", ""args"": {""case_id"": ""ts_1_4594_42"", ""kpi"": ""PRBs_DL_Current"", ""metric"": ""variance""}, ""result"": 0.0005101377952755907, ""success"": true, ""error"": null}]",[]
ts_1_4149_22,timeseries,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""kpi_stat_tool"", ""zero_token_answer""]",What is the average value of TX_Bytes?,The mean of TX_Bytes is 34.57,[ToolRouter] Deterministic tool answer used.,tool_router,The mean of TX_Bytes is 34.570,The mean of TX_Bytes is 34.570,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_kpi_stat"", ""args"": {""case_id"": ""ts_1_4149_22"", ""kpi"": ""TX_Bytes"", ""metric"": ""mean""}, ""result"": 34.5703125, ""success"": true, ""error"": null}]",[]
agent_net_0_2645_4,network,regular_network_agent,agent_first,local_or_flash,medium,"[""analyst_agent"", ""solver_agent"", ""local_first_routing""]",What is the user mobility status: moving or not moving?,The user was not moving.,"- Signal Quality: moderate; RSRP=-105.000, UL_SNR=20.466.
- Reliability: high error; UL_BLER=0.096, DL_BLER=0.000.
- Resource/Traffic: light load; PRB_DL=53.421, PRB_UL=1.710, TX_Bytes=371213.289, RX_Bytes=5956.555.
- Note: This deterministic summary is derived only from KPI statistics; it does not expose benchmark labels or ground-truth categories.",deterministic,The user is not moving.,The user is not moving.,False,False,False,,,,,[],,agent -> critic,[],"[{""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 1975.22, ""fallback_used"": false, ""route_reason"": ""complex solver task uses flash first"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro"", ""local""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 2691, ""max_tokens"": 128, ""long_context"": false, ""short_context"": true, ""case_id"": ""agent_net_0_2645_4"", ""item_type"": ""network"", ""format_sensitive"": true, ""budget_max_tokens"": 128, ""budget_reason"": ""standard solver answer"", ""estimated_prompt_tokens"": 672, ""has_rag"": false, ""low_rag_confidence"": false}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 1975.22, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 101, ""prompt_tokens"": 813, ""total_tokens"": 914, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 94}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 557}}], ""usage"": {""completion_tokens"": 101, ""prompt_tokens"": 813, ""total_tokens"": 914, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 94}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 557}}]"
mix_0_7533_0,composite,multi_tool_composite,multi_tool,multi_tool,medium,"[""tool_calling"", ""multi_tool"", ""structured_answer""]","Return the application, zone, mobility, congestion, and anomaly status for this session.",Application: Twitch; Zone: A; Mobility: No; Congestion: No; Anomaly: No.,[ToolRouter] Deterministic tool answer used.,tool_router,Application: Twitch; Zone: A; Mobility: No; Congestion: No; Anomaly: No.,Application: Twitch; Zone: A; Mobility: No; Congestion: No; Anomaly: No.,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_7533_0"", ""label"": ""application""}, ""result"": ""Twitch"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_7533_0"", ""label"": ""zone""}, ""result"": ""A"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_7533_0"", ""label"": ""mobility""}, ""result"": ""No"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_7533_0"", ""label"": ""congestion""}, ""result"": ""No"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_7533_0"", ""label"": ""anomaly_present""}, ""result"": ""No"", ""success"": true, ""error"": null}]",[]
